Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Categoria_Desempenho,Faixa_Frequencia,Horas_Estudadas_Normalizado
22,80,Médio,Alto,Não,7,63,Médio,Sim,1,Alto,Médio,Público,Positivo,3,Não,Faculdade,Perto,Masculino,69,Médio,Média,0.3380005269875655
22,61,Alto,Baixo,Sim,6,74,Médio,Sim,1,Baixo,Médio,Público,Negativo,3,Não,Ensino Médio,Perto,Masculino,63,Baixo,Média,0.3380005269875655
23,66,Médio,Médio,Não,7,76,Baixo,Sim,1,Alto,Médio,Público,Neutro,2,Não,Faculdade,Moderado,Masculino,64,Baixo,Média,0.5049415064154527
22,75,Médio,Médio,Sim,10,77,Alto,Sim,2,Baixo,Baixo,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,66,Médio,Média,0.3380005269875655
17,87,Médio,Médio,Sim,7,61,Médio,Sim,4,Alto,Médio,Público,Negativo,3,Sim,Ensino Médio,Perto,Feminino,67,Médio,Alta,-0.49670437015187013
17,69,Alto,Alto,Sim,9,96,Médio,Sim,2,Baixo,Médio,Público,Negativo,3,Não,Faculdade,Longe,Masculino,66,Médio,Média,-0.49670437015187013
13,77,Baixo,Alto,Não,6,85,Baixo,Sim,2,Baixo,Médio,Público,Neutro,4,Não,Pós-Graduação,Perto,Feminino,65,Baixo,Média,-1.1644682878634187
31,82,Alto,Médio,Sim,7,63,Médio,Não,2,Alto,Médio,Privado,Positivo,2,Não,Pós-Graduação,Moderado,Masculino,72,Médio,Alta,1.8404693418385496
20,96,Alto,Médio,Sim,8,65,Alto,Sim,0,Médio,Baixo,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,70,Médio,Alta,0.0041185681317912485
19,73,Médio,Médio,Sim,9,94,Médio,Sim,1,Alto,Baixo,Público,Positivo,1,Não,Faculdade,Perto,Feminino,67,Médio,Média,-0.16282241129609587
14,65,Médio,Alto,Não,9,69,Baixo,Sim,4,Médio,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,64,Baixo,Média,-0.9975273084355315
38,80,Alto,Médio,Não,5,78,Médio,Sim,1,Baixo,Médio,Público,Positivo,4,Não,Faculdade,Longe,Feminino,72,Médio,Média,3.0090561978337593
14,90,Médio,Médio,Sim,9,56,Médio,Sim,0,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,65,Baixo,Alta,-0.9975273084355315
17,64,Alto,Baixo,Sim,10,63,Médio,Sim,0,Alto,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,62,Baixo,Média,-0.49670437015187013
22,77,Médio,Alto,Não,6,71,Alto,Sim,3,Baixo,Médio,Público,Negativo,4,Não,Ensino Médio,Longe,Feminino,67,Médio,Média,0.3380005269875655
24,61,Médio,Médio,Não,6,83,Alto,Sim,0,Médio,Médio,Público,Positivo,3,Sim,Ensino Médio,Perto,Masculino,64,Baixo,Média,0.6718824858433398
26,61,Médio,Médio,Não,7,64,Baixo,Sim,0,Médio,Médio,Privado,Negativo,3,Não,Pós-Graduação,Perto,Masculino,63,Baixo,Média,1.005764444699114
31,79,Médio,Alto,Não,7,98,Médio,Sim,1,Médio,Alto,Público,Neutro,2,Não,Faculdade,Moderado,Masculino,72,Médio,Média,1.8404693418385496
23,72,Baixo,Médio,Não,6,61,Alto,Sim,1,Alto,Médio,Público,Positivo,5,Não,Ensino Médio,Perto,Masculino,66,Médio,Média,0.5049415064154527
14,94,Alto,Médio,Sim,5,89,Médio,Sim,0,Médio,Médio,Público,Positivo,1,Não,Pós-Graduação,Perto,Feminino,70,Médio,Alta,-0.9975273084355315
18,84,Médio,Baixo,Sim,9,68,Baixo,Sim,0,Médio,Alto,Privado,Negativo,2,Não,Pós-Graduação,Perto,Feminino,66,Médio,Alta,-0.329763390723983
22,78,Alto,Alto,Não,6,92,Baixo,Sim,1,Alto,Alto,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,70,Médio,Média,0.3380005269875655
32,76,Baixo,Baixo,Sim,6,96,Baixo,Sim,0,Baixo,Alto,Público,Neutro,2,Não,Ensino Médio,Moderado,Feminino,67,Médio,Média,2.0074103212664367
12,80,Médio,Médio,Sim,7,59,Alto,Sim,1,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,64,Baixo,Média,-1.3314092672913058
27,62,Alto,Médio,Não,5,75,Médio,Sim,2,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,67,Médio,Média,1.1727054241270012
21,96,Alto,Alto,Sim,5,58,Médio,Sim,0,Alto,Alto,Público,Neutro,4,Não,Faculdade,Longe,Masculino,72,Médio,Alta,0.17105954755967837
25,100,Alto,Baixo,Não,6,85,Baixo,Sim,1,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,72,Médio,Alta,0.8388234652712269
19,67,Alto,Médio,Sim,8,92,Baixo,Sim,2,Alto,Médio,Público,Neutro,5,Não,Pós-Graduação,Moderado,Feminino,68,Médio,Média,-0.16282241129609587
15,65,Médio,Médio,Sim,7,69,Médio,Sim,1,Alto,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Feminino,64,Baixo,Média,-0.8305863290076444
25,66,Alto,Médio,Sim,4,70,Médio,Não,1,Alto,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,66,Médio,Média,0.8388234652712269
24,86,Baixo,Alto,Não,9,60,Médio,Sim,0,Baixo,Alto,Privado,Positivo,3,Não,Faculdade,Longe,Masculino,68,Médio,Alta,0.6718824858433398
26,86,Baixo,Baixo,Não,8,65,Baixo,Sim,0,Baixo,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,66,Médio,Alta,1.005764444699114
20,94,Baixo,Alto,Sim,7,66,Alto,Sim,1,Baixo,Alto,Privado,Positivo,1,Não,Ensino Médio,Perto,Feminino,70,Médio,Alta,0.0041185681317912485
16,90,Alto,Alto,Sim,7,58,Alto,Sim,1,Baixo,Médio,Público,Neutro,4,Não,Pós-Graduação,Perto,Feminino,70,Médio,Alta,-0.6636453495797573
11,78,Baixo,Alto,Sim,8,65,Médio,Sim,0,Médio,Médio,Privado,Neutro,2,Não,Ensino Médio,Perto,Feminino,62,Baixo,Média,-1.498350246719193
25,85,Baixo,Médio,Sim,10,95,Médio,Sim,0,Médio,Baixo,Público,Positivo,1,Não,Faculdade,Perto,Masculino,69,Médio,Alta,0.8388234652712269
23,88,Médio,Médio,Sim,8,66,Baixo,Sim,2,Médio,Alto,Privado,Positivo,2,Não,Faculdade,Moderado,Masculino,69,Médio,Alta,0.5049415064154527
14,81,Médio,Médio,Sim,7,64,Médio,Sim,2,Médio,Médio,Público,Positivo,4,Sim,Faculdade,Perto,Masculino,66,Médio,Alta,-0.9975273084355315
17,79,Alto,Alto,Não,5,69,Médio,Sim,4,Baixo,Médio,Público,Negativo,3,Não,Pós-Graduação,Perto,Feminino,68,Médio,Média,-0.49670437015187013
17,86,Médio,Alto,Não,7,98,Médio,Sim,2,Baixo,Alto,Público,Positivo,5,Não,Pós-Graduação,Moderado,Masculino,71,Médio,Alta,-0.49670437015187013
11,82,Médio,Médio,Sim,8,88,Médio,Não,1,Baixo,Médio,Privado,Negativo,2,Não,Pós-Graduação,Moderado,Feminino,64,Baixo,Alta,-1.498350246719193
15,86,Baixo,Alto,Não,7,60,Médio,Sim,2,Médio,Médio,Público,Positivo,3,Não,Faculdade,Perto,Masculino,67,Médio,Alta,-0.8305863290076444
13,85,Médio,Alto,Sim,6,88,Médio,Sim,2,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,68,Médio,Alta,-1.1644682878634187
18,89,Baixo,Alto,Sim,8,88,Baixo,Sim,0,Alto,Médio,Público,Negativo,1,Não,Ensino Médio,Moderado,Masculino,67,Médio,Alta,-0.329763390723983
16,86,Médio,Médio,Não,6,98,Alto,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,68,Médio,Alta,-0.6636453495797573
10,81,Médio,Alto,Sim,8,95,Médio,Sim,5,Baixo,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,69,Médio,Alta,-1.66529122614708
32,87,Médio,Alto,Sim,6,55,Médio,Sim,0,Baixo,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,71,Médio,Alta,2.0074103212664367
28,78,Alto,Baixo,Sim,4,73,Baixo,Não,3,Baixo,Médio,Privado,Positivo,4,Não,Ensino Médio,Moderado,Feminino,68,Médio,Média,1.3396464035548883
15,70,Alto,Alto,Não,6,85,Alto,Sim,0,Baixo,Médio,Privado,Positivo,2,Não,Faculdade,Moderado,Masculino,65,Baixo,Média,-0.8305863290076444
22,60,Baixo,Médio,Não,7,99,Médio,Sim,1,Baixo,Alto,Público,Neutro,3,Não,Faculdade,Moderado,Masculino,63,Baixo,Baixa,0.3380005269875655
23,82,Baixo,Médio,Sim,8,54,Médio,Sim,0,Médio,Alto,Público,Negativo,1,Não,Ensino Médio,Perto,Feminino,65,Baixo,Alta,0.5049415064154527
27,84,Alto,Alto,Não,8,68,Baixo,Sim,3,Baixo,Alto,Privado,Positivo,2,Sim,Pós-Graduação,Perto,Feminino,72,Médio,Alta,1.1727054241270012
15,99,Baixo,Médio,Sim,5,75,Baixo,Sim,2,Médio,Baixo,Público,Neutro,1,Não,Faculdade,Moderado,Masculino,67,Médio,Alta,-0.8305863290076444
27,74,Médio,Alto,Não,7,71,Médio,Sim,1,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,69,Médio,Média,1.1727054241270012
17,76,Médio,Médio,Não,6,73,Médio,Sim,3,Baixo,Alto,Privado,Neutro,3,Não,Pós-Graduação,Perto,Masculino,67,Médio,Média,-0.49670437015187013
12,68,Alto,Médio,Sim,6,68,Baixo,Sim,2,Médio,Médio,Público,Positivo,4,Não,Faculdade,Perto,Masculino,64,Baixo,Média,-1.3314092672913058
24,63,Médio,Baixo,Não,6,99,Baixo,Não,0,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,62,Baixo,Média,0.6718824858433398
28,91,Baixo,Médio,Não,7,90,Médio,Sim,2,Alto,Baixo,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,71,Médio,Alta,1.3396464035548883
36,70,Baixo,Alto,Não,10,87,Médio,Sim,2,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,70,Médio,Média,2.675174238977985
13,84,Baixo,Médio,Não,10,71,Baixo,Sim,1,Médio,Alto,Público,Neutro,3,Não,Faculdade,Moderado,Masculino,64,Baixo,Alta,-1.1644682878634187
24,88,Médio,Médio,Sim,6,94,Médio,Sim,0,Baixo,Médio,Privado,Negativo,2,Não,Pós-Graduação,Moderado,Masculino,69,Médio,Alta,0.6718824858433398
18,79,Médio,Médio,Sim,7,55,Médio,Sim,1,Baixo,Alto,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,65,Baixo,Média,-0.329763390723983
25,95,Alto,Alto,Sim,7,57,Médio,Sim,2,Alto,Médio,Privado,Negativo,2,Não,Faculdade,Moderado,Feminino,73,Médio,Alta,0.8388234652712269
11,78,Médio,Baixo,Sim,7,98,Baixo,Sim,2,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,64,Baixo,Média,-1.498350246719193
12,71,Médio,Alto,Sim,8,78,Baixo,Sim,2,Médio,Médio,Público,Negativo,2,Não,Pós-Graduação,Perto,Feminino,64,Baixo,Média,-1.3314092672913058
15,96,Médio,Médio,Sim,7,58,Médio,Sim,3,Médio,Médio,Público,Neutro,4,Não,Pós-Graduação,Moderado,Masculino,70,Médio,Alta,-0.8305863290076444
20,94,Baixo,Baixo,Sim,6,97,Baixo,Sim,2,Médio,Médio,Público,Positivo,5,Não,Faculdade,Perto,Masculino,70,Médio,Alta,0.0041185681317912485
16,67,Alto,Alto,Não,9,99,Médio,Sim,2,Médio,Médio,Público,Neutro,2,Sim,Ensino Médio,Moderado,Masculino,64,Baixo,Média,-0.6636453495797573
24,61,Baixo,Médio,Não,5,94,Médio,Sim,3,Médio,Alto,Privado,Neutro,2,Sim,Faculdade,Moderado,Feminino,64,Baixo,Média,0.6718824858433398
26,64,Médio,Médio,Sim,7,62,Alto,Sim,3,Médio,Alto,Privado,Negativo,2,Não,Ensino Médio,Perto,Masculino,66,Médio,Média,1.005764444699114
24,71,Baixo,Alto,Sim,5,64,Médio,Sim,1,Médio,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,66,Médio,Média,0.6718824858433398
30,99,Médio,Médio,Sim,5,70,Baixo,Sim,2,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,74,Médio,Alta,1.6735283624106625
22,82,Alto,Alto,Não,8,79,Médio,Não,2,Médio,Médio,Público,Negativo,1,Não,Faculdade,Perto,Feminino,69,Médio,Alta,0.3380005269875655
13,75,Baixo,Alto,Sim,6,100,Alto,Sim,1,Médio,Médio,Público,Positivo,3,Não,Pós-Graduação,Perto,Masculino,67,Médio,Média,-1.1644682878634187
28,96,Médio,Médio,Não,4,98,Alto,Sim,5,Baixo,Médio,Público,Neutro,5,Sim,Ensino Médio,Longe,Masculino,73,Médio,Alta,1.3396464035548883
16,78,Baixo,Médio,Não,6,96,Alto,Sim,0,Médio,Médio,Público,Positivo,1,Não,Pós-Graduação,Perto,Feminino,66,Médio,Média,-0.6636453495797573
25,73,Alto,Médio,Não,6,54,Alto,Sim,2,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Feminino,67,Médio,Média,0.8388234652712269
29,98,Médio,Alto,Sim,5,88,Baixo,Sim,3,Baixo,Médio,Público,Neutro,2,Não,Faculdade,Perto,Masculino,75,Médio,Alta,1.5065873829827754
23,94,Médio,Alto,Sim,8,94,Baixo,Sim,2,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,73,Médio,Alta,0.5049415064154527
11,94,Médio,Médio,Não,5,67,Médio,Sim,2,Alto,Médio,Público,Neutro,5,Não,Ensino Médio,Perto,Feminino,67,Médio,Alta,-1.498350246719193
14,80,Alto,Baixo,Sim,6,61,Médio,Sim,0,Médio,Alto,Público,Neutro,4,Não,Faculdade,Moderado,Feminino,65,Baixo,Média,-0.9975273084355315
28,92,Médio,Médio,Sim,7,87,Baixo,Sim,1,Baixo,Baixo,Público,Positivo,1,Não,Ensino Médio,Perto,Feminino,71,Médio,Alta,1.3396464035548883
19,67,Médio,Médio,Sim,6,55,Baixo,Sim,1,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,63,Baixo,Média,-0.16282241129609587
20,83,Médio,Baixo,Sim,6,97,Alto,Sim,2,Baixo,Alto,Público,Neutro,4,Não,Ensino Médio,Moderado,Feminino,68,Médio,Alta,0.0041185681317912485
25,99,Médio,Alto,Não,6,58,Alto,Sim,0,Médio,Médio,Privado,Positivo,4,Não,Ensino Médio,Perto,Masculino,72,Médio,Alta,0.8388234652712269
24,72,Baixo,Alto,Sim,5,73,Baixo,Sim,2,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,67,Médio,Média,0.6718824858433398
22,92,Médio,Alto,Não,6,99,Baixo,Sim,1,Médio,Médio,Público,Negativo,4,Não,Faculdade,Perto,Feminino,71,Médio,Alta,0.3380005269875655
19,80,Baixo,Baixo,Não,8,99,Alto,Sim,1,Baixo,Médio,Público,Positivo,4,Não,Pós-Graduação,Perto,Masculino,67,Médio,Média,-0.16282241129609587
18,62,Médio,Alto,Sim,6,89,Médio,Sim,0,Alto,Alto,Privado,Positivo,3,Não,Pós-Graduação,Perto,Feminino,66,Médio,Média,-0.329763390723983
25,91,Médio,Alto,Não,7,92,Médio,Sim,3,Baixo,Médio,Público,Negativo,5,Não,Ensino Médio,Perto,Masculino,72,Médio,Alta,0.8388234652712269
23,67,Baixo,Baixo,Não,9,98,Médio,Sim,2,Baixo,Alto,Público,Negativo,0,Não,Faculdade,Perto,Feminino,64,Baixo,Média,0.5049415064154527
18,85,Médio,Médio,Não,8,96,Médio,Sim,0,Alto,Alto,Público,Negativo,3,Não,Faculdade,Moderado,Masculino,68,Médio,Alta,-0.329763390723983
26,63,Alto,Alto,Não,5,81,Médio,Sim,0,Baixo,Médio,Público,Negativo,2,Não,Ensino Médio,Moderado,Feminino,65,Baixo,Média,1.005764444699114
19,98,Médio,Alto,Sim,8,87,Alto,Sim,1,Médio,Médio,Privado,Positivo,4,Não,Pós-Graduação,Moderado,Masculino,74,Médio,Alta,-0.16282241129609587
15,72,Médio,Baixo,Sim,9,80,Médio,Sim,4,Médio,Alto,Privado,Neutro,4,Não,Faculdade,Moderado,Feminino,65,Baixo,Média,-0.8305863290076444
15,69,Alto,Baixo,Sim,6,75,Médio,Não,2,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,63,Baixo,Média,-0.8305863290076444
14,65,Médio,Médio,Sim,5,94,Médio,Sim,5,Baixo,Médio,Privado,Negativo,3,Não,Pós-Graduação,Moderado,Masculino,65,Baixo,Média,-0.9975273084355315
18,98,Baixo,Alto,Sim,6,87,Médio,Sim,0,Médio,Médio,Público,Neutro,1,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,-0.329763390723983
27,88,Médio,Alto,Sim,7,93,Médio,Sim,0,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,71,Médio,Alta,1.1727054241270012
15,90,Médio,Médio,Sim,8,55,Médio,Sim,1,Baixo,Médio,Público,Neutro,1,Não,Faculdade,Perto,Feminino,66,Médio,Alta,-0.8305863290076444
21,80,Médio,Médio,Sim,6,79,Baixo,Sim,2,Médio,Alto,Público,Positivo,3,Não,Faculdade,Perto,Masculino,69,Médio,Média,0.17105954755967837
16,79,Médio,Alto,Sim,4,66,Alto,Sim,2,Médio,Médio,Público,Neutro,2,Não,Faculdade,Moderado,Masculino,67,Médio,Média,-0.6636453495797573
18,64,Médio,Alto,Sim,5,76,Baixo,Sim,1,Baixo,Médio,Público,Positivo,4,Não,Ensino Médio,Moderado,Masculino,64,Baixo,Média,-0.329763390723983
11,82,Alto,Alto,Não,8,81,Alto,Sim,2,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Moderado,Feminino,67,Médio,Alta,-1.498350246719193
19,70,Médio,Alto,Sim,10,92,Médio,Sim,1,Baixo,Alto,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,67,Médio,Média,-0.16282241129609587
19,99,Alto,Médio,Não,7,52,Médio,Sim,1,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,-0.16282241129609587
23,92,Alto,Alto,Não,9,58,Médio,Sim,2,Baixo,Médio,Privado,Neutro,1,Não,Pós-Graduação,Perto,Feminino,71,Médio,Alta,0.5049415064154527
21,77,Médio,Baixo,Sim,5,96,Alto,Sim,2,Baixo,Alto,Privado,Neutro,5,Não,Ensino Médio,Perto,Feminino,68,Médio,Média,0.17105954755967837
13,66,Alto,Alto,Não,6,98,Baixo,Sim,1,Alto,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,65,Baixo,Média,-1.1644682878634187
27,91,Médio,Médio,Não,4,53,Médio,Sim,1,Baixo,Médio,Privado,Positivo,3,Não,Pós-Graduação,Perto,Feminino,70,Médio,Alta,1.1727054241270012
21,65,Médio,Alto,Sim,8,67,Baixo,Não,1,Baixo,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Feminino,64,Baixo,Média,0.17105954755967837
21,68,Alto,Alto,Sim,6,50,Alto,Sim,3,Médio,Baixo,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,67,Médio,Média,0.17105954755967837
20,68,Baixo,Baixo,Não,8,88,Médio,Sim,5,Baixo,Baixo,Privado,Neutro,3,Não,Ensino Médio,Moderado,Masculino,63,Baixo,Média,0.0041185681317912485
17,82,Médio,Baixo,Sim,6,84,Alto,Sim,2,Baixo,Baixo,Público,Negativo,3,Não,Ensino Médio,Moderado,Feminino,65,Baixo,Alta,-0.49670437015187013
21,91,Médio,Médio,Sim,10,78,Alto,Sim,2,Baixo,Alto,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,0.17105954755967837
23,73,Médio,Alto,Não,10,85,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,67,Médio,Média,0.5049415064154527
10,63,Médio,Alto,Não,4,77,Baixo,Não,3,Baixo,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,60,Baixo,Média,-1.66529122614708
17,79,Baixo,Alto,Não,8,62,Baixo,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,64,Baixo,Média,-0.49670437015187013
18,90,Baixo,Médio,Não,6,88,Baixo,Sim,1,Médio,Médio,Privado,Negativo,1,Não,Ensino Médio,Moderado,Feminino,65,Baixo,Alta,-0.329763390723983
22,69,Médio,Médio,Não,8,89,Baixo,Não,0,Baixo,Alto,Público,Positivo,5,Não,Ensino Médio,Moderado,Feminino,64,Baixo,Média,0.3380005269875655
27,69,Médio,Baixo,Sim,5,93,Médio,Sim,1,Médio,Médio,Público,Positivo,4,Não,Faculdade,Moderado,Masculino,67,Médio,Média,1.1727054241270012
15,98,Médio,Médio,Sim,9,98,Alto,Sim,0,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Feminino,71,Médio,Alta,-0.8305863290076444
17,98,Médio,Médio,Não,9,87,Baixo,Sim,0,Alto,Médio,Privado,Positivo,3,Não,Ensino Médio,Moderado,Feminino,69,Médio,Alta,-0.49670437015187013
17,100,Médio,Alto,Sim,5,53,Baixo,Sim,1,Médio,Alto,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,-0.49670437015187013
15,92,Médio,Médio,Sim,7,51,Médio,Sim,1,Alto,Alto,Público,Positivo,3,Não,Faculdade,Perto,Feminino,69,Médio,Alta,-0.8305863290076444
18,68,Alto,Alto,Sim,7,87,Alto,Sim,3,Médio,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,69,Médio,Média,-0.329763390723983
25,68,Baixo,Médio,Sim,8,53,Baixo,Sim,2,Médio,Médio,Público,Neutro,3,Não,Faculdade,Moderado,Feminino,64,Baixo,Média,0.8388234652712269
14,74,Baixo,Médio,Sim,7,66,Médio,Sim,0,Médio,Alto,Privado,Negativo,3,Não,Pós-Graduação,Perto,Masculino,63,Baixo,Média,-0.9975273084355315
23,73,Alto,Médio,Não,8,57,Médio,Sim,3,Médio,Médio,Público,Positivo,2,Não,Faculdade,Perto,Masculino,67,Médio,Média,0.5049415064154527
10,98,Médio,Médio,Não,7,98,Baixo,Não,0,Médio,Médio,Público,Neutro,3,Não,Faculdade,Moderado,Feminino,66,Médio,Alta,-1.66529122614708
17,92,Médio,Alto,Sim,8,66,Médio,Sim,2,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,69,Médio,Alta,-0.49670437015187013
18,89,Médio,Médio,Não,5,53,Médio,Sim,5,Baixo,Alto,Privado,Neutro,4,Não,Faculdade,Perto,Masculino,69,Médio,Alta,-0.329763390723983
30,67,Médio,Médio,Não,7,97,Alto,Sim,2,Alto,Médio,Público,Neutro,3,Sim,Ensino Médio,Perto,Masculino,69,Médio,Média,1.6735283624106625
18,96,Médio,Alto,Sim,9,80,Alto,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Faculdade,Perto,Masculino,72,Médio,Alta,-0.329763390723983
7,93,Alto,Alto,Sim,9,52,Alto,Sim,1,Médio,Baixo,Privado,Negativo,3,Não,Ensino Médio,Moderado,Feminino,65,Baixo,Alta,-2.1661141644307413
8,67,Médio,Médio,Sim,7,92,Médio,Sim,0,Alto,Alto,Privado,Positivo,2,Não,Faculdade,Perto,Masculino,63,Baixo,Média,-1.9991731850028542
20,95,Médio,Médio,Não,7,58,Baixo,Sim,1,Baixo,Alto,Público,Neutro,4,Não,Faculdade,Perto,Masculino,69,Médio,Alta,0.0041185681317912485
24,71,Alto,Médio,Sim,9,90,Baixo,Sim,3,Médio,Alto,Privado,Neutro,3,Não,Faculdade,Perto,Masculino,69,Médio,Média,0.6718824858433398
22,63,Médio,Baixo,Sim,7,80,Médio,Sim,2,Alto,Alto,Privado,Negativo,2,Não,Faculdade,Moderado,Feminino,64,Baixo,Média,0.3380005269875655
21,86,Médio,Baixo,Sim,9,59,Alto,Sim,2,Médio,Alto,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,69,Médio,Alta,0.17105954755967837
27,86,Médio,Alto,Não,7,88,Médio,Sim,1,Médio,Médio,Privado,Neutro,3,Não,Pós-Graduação,Moderado,Masculino,72,Médio,Alta,1.1727054241270012
17,64,Médio,Baixo,Não,7,73,Alto,Sim,1,Baixo,Médio,Público,Neutro,4,Não,Faculdade,Perto,Masculino,62,Baixo,Média,-0.49670437015187013
25,73,Alto,Médio,Sim,5,82,Baixo,Não,1,Médio,Médio,Privado,Positivo,3,Sim,Ensino Médio,Perto,Masculino,66,Médio,Média,0.8388234652712269
10,100,Baixo,Médio,Não,5,93,Baixo,Sim,2,Médio,Baixo,Público,Neutro,1,Não,Ensino Médio,Longe,Feminino,65,Baixo,Alta,-1.66529122614708
15,87,Alto,Alto,Sim,8,63,Médio,Sim,0,Alto,Médio,Público,Neutro,3,Não,Faculdade,Perto,Feminino,69,Médio,Alta,-0.8305863290076444
9,89,Médio,Baixo,Não,10,68,Alto,Sim,1,Alto,Alto,Público,Negativo,3,Não,Ensino Médio,Perto,Feminino,65,Baixo,Alta,-1.8322322055749671
18,69,Alto,Médio,Sim,7,100,Médio,Sim,3,Médio,Alto,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,67,Médio,Média,-0.329763390723983
20,63,Baixo,Médio,Sim,7,75,Baixo,Sim,2,Médio,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,63,Baixo,Média,0.0041185681317912485
21,71,Alto,Médio,Não,9,78,Baixo,Sim,2,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,66,Médio,Média,0.17105954755967837
20,70,Baixo,Médio,Não,8,64,Baixo,Sim,0,Baixo,Baixo,Privado,Positivo,3,Não,Ensino Médio,Longe,Masculino,61,Baixo,Média,0.0041185681317912485
14,69,Alto,Médio,Sim,4,71,Médio,Sim,1,Médio,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Feminino,64,Baixo,Média,-0.9975273084355315
19,68,Médio,Baixo,Sim,8,75,Baixo,Sim,1,Médio,Médio,Privado,Neutro,4,Não,Pós-Graduação,Perto,Masculino,64,Baixo,Média,-0.16282241129609587
11,83,Médio,Médio,Sim,5,63,Médio,Sim,2,Baixo,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,65,Baixo,Alta,-1.498350246719193
28,73,Médio,Baixo,Não,7,62,Médio,Sim,3,Alto,Médio,Público,Neutro,3,Não,Pós-Graduação,Moderado,Feminino,68,Médio,Média,1.3396464035548883
18,93,Baixo,Alto,Sim,6,80,Médio,Sim,1,Médio,Médio,Privado,Negativo,3,Não,Ensino Médio,Perto,Masculino,69,Médio,Alta,-0.329763390723983
17,67,Médio,Médio,Não,6,59,Médio,Sim,0,Médio,Médio,Público,Negativo,3,Não,Ensino Médio,Perto,Feminino,61,Baixo,Média,-0.49670437015187013
