,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,faixa_nota
4962,19,95,Baixo,Baixo,Sim,5,86,Médio,Sim,0,Alto,Médio,Público,Negativo,4,Não,Ensino Médio,Moderado,Masculino,67,médio
4963,22,86,Alto,Médio,Não,6,60,Alto,Sim,0,Alto,Alto,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,70,médio
4964,16,61,Baixo,Médio,Sim,4,51,Baixo,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,59,baixo
4965,19,89,Alto,Médio,Sim,6,90,Alto,Sim,0,Baixo,Alto,Privado,Negativo,4,Não,Faculdade,Moderado,Feminino,70,médio
4966,14,61,Baixo,Médio,Não,7,85,Alto,Sim,1,Baixo,Médio,Público,Neutro,1,Não,Ensino Médio,Perto,Feminino,60,baixo
4967,27,100,Alto,Médio,Não,7,67,Médio,Sim,1,Alto,Alto,Público,Neutro,3,Não,Faculdade,Moderado,Masculino,74,médio
4968,18,95,Baixo,Alto,Sim,6,54,Alto,Sim,0,Médio,Alto,Privado,Negativo,3,Não,Faculdade,Moderado,Masculino,68,médio
4969,29,72,Médio,Médio,Não,7,68,Baixo,Sim,0,Baixo,Médio,Público,Positivo,3,Não,Faculdade,Perto,Feminino,67,médio
4970,29,70,Médio,Baixo,Não,6,59,Alto,Sim,2,Médio,Médio,Privado,Neutro,4,Não,Pós-Graduação,Longe,Masculino,67,médio
4971,20,75,Baixo,Médio,Sim,7,97,Alto,Sim,0,Médio,Médio,Público,Neutro,2,Não,Faculdade,Perto,Feminino,66,médio
4972,14,74,Médio,Médio,Não,7,76,Alto,Sim,1,Baixo,Alto,Público,Neutro,2,Não,Ensino Médio,Longe,Feminino,63,médio
4973,7,75,Médio,Médio,Não,7,98,Baixo,Não,1,Baixo,Alto,Público,Positivo,3,Não,Faculdade,Perto,Masculino,62,médio
4974,11,73,Alto,Baixo,Sim,7,68,Alto,Sim,3,Baixo,Alto,Privado,Neutro,3,Não,Faculdade,Moderado,Feminino,64,médio
4975,12,85,Médio,Médio,Sim,6,78,Alto,Sim,3,Médio,Médio,Público,Neutro,4,Não,Faculdade,Perto,Masculino,68,médio
4976,28,67,Médio,Médio,Não,8,60,Alto,Sim,0,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,65,médio
4977,21,94,Médio,Baixo,Sim,8,90,Baixo,Sim,1,Médio,Médio,Público,Positivo,4,Não,Pós-Graduação,Perto,Feminino,71,médio
4978,22,92,Médio,Médio,Sim,7,52,Baixo,Não,1,Médio,Médio,Privado,Negativo,3,Não,Pós-Graduação,Perto,Feminino,68,médio
4979,7,79,Baixo,Alto,Sim,9,85,Médio,Sim,0,Médio,Médio,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,62,médio
4980,13,94,Alto,Alto,Sim,7,70,Médio,Sim,1,Médio,Médio,Privado,Negativo,3,Não,Ensino Médio,Moderado,Masculino,68,médio
4981,25,70,Médio,Médio,Sim,7,79,Baixo,Sim,3,Alto,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,68,médio
4982,22,61,Alto,Médio,Sim,7,80,Alto,Sim,3,Médio,Alto,Público,Neutro,3,Não,Pós-Graduação,Moderado,Masculino,67,médio
4983,19,85,Médio,Médio,Sim,7,86,Médio,Sim,0,Baixo,Médio,Público,Positivo,2,Não,Faculdade,Moderado,Feminino,67,médio
4984,23,78,Alto,Alto,Sim,6,60,Médio,Sim,2,Alto,Alto,Público,Positivo,4,Não,Ensino Médio,Longe,Masculino,70,médio
4985,30,83,Baixo,Médio,Sim,4,77,Médio,Sim,0,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,69,médio
4986,19,96,Baixo,Médio,Não,7,71,Médio,Sim,2,Baixo,Alto,Privado,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,70,médio
4987,20,99,Médio,Baixo,Não,8,64,Baixo,Sim,1,Alto,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,69,médio
4988,21,85,Alto,Médio,Sim,5,75,Baixo,Sim,1,Alto,Alto,Público,Positivo,2,Não,Ensino Médio,Moderado,Feminino,70,médio
4989,34,91,Médio,Baixo,Não,9,98,Médio,Sim,0,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,72,médio
4990,7,63,Baixo,Médio,Não,5,97,Médio,Sim,1,Baixo,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,59,baixo
4991,24,66,Médio,Médio,Não,6,64,Médio,Não,0,Médio,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,64,médio
4992,19,89,Alto,Alto,Sim,10,94,Médio,Sim,0,Alto,Médio,Privado,Neutro,1,Não,Faculdade,Perto,Feminino,72,médio
4993,23,77,Baixo,Alto,Sim,8,94,Médio,Sim,0,Alto,Médio,Privado,Positivo,3,Não,Pós-Graduação,Perto,Masculino,70,médio
4994,16,78,Baixo,Alto,Não,7,62,Médio,Sim,0,Alto,Alto,Público,Negativo,1,Não,Ensino Médio,Longe,Feminino,63,médio
4995,20,72,Alto,Médio,Sim,7,80,Médio,Sim,1,Baixo,Alto,Privado,Negativo,3,Não,Faculdade,Perto,Masculino,66,médio
4996,24,84,Alto,Alto,Não,9,93,Médio,Sim,3,Alto,Médio,Público,Neutro,4,Não,Ensino Médio,Longe,Masculino,72,médio
4997,39,67,Alto,Alto,Sim,5,76,Médio,Não,2,Médio,Médio,Privado,Negativo,4,Não,Ensino Médio,Perto,Feminino,71,médio
4998,25,85,Alto,Alto,Não,9,68,Médio,Sim,1,Alto,Médio,Público,Negativo,3,Não,Pós-Graduação,Longe,Feminino,71,médio
4999,15,67,Baixo,Médio,Sim,6,83,Baixo,Sim,3,Médio,Baixo,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,62,médio
5000,17,63,Médio,Médio,Sim,8,59,Médio,Sim,1,Baixo,Alto,Público,Positivo,1,Não,Pós-Graduação,Moderado,Masculino,62,médio
5001,17,73,Médio,Baixo,Não,6,58,Médio,Sim,4,Médio,Médio,Público,Positivo,1,Não,Faculdade,Perto,Masculino,64,médio
5002,9,69,Alto,Alto,Sim,10,92,Médio,Sim,2,Baixo,Médio,Privado,Neutro,3,Não,Pós-Graduação,Perto,Masculino,65,médio
5003,18,96,Alto,Baixo,Sim,7,52,Baixo,Sim,1,Baixo,Médio,Privado,Neutro,4,Não,Faculdade,Perto,Feminino,68,médio
5004,24,62,Alto,Médio,Sim,5,90,Baixo,Sim,0,Alto,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,67,médio
5005,12,67,Médio,Médio,Sim,8,65,Baixo,Sim,1,Alto,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Masculino,61,médio
5006,26,82,Baixo,Baixo,Sim,9,74,Alto,Sim,2,Médio,Médio,Público,Negativo,5,Não,Ensino Médio,Moderado,Feminino,68,médio
5007,23,79,Médio,Alto,Não,9,77,Médio,Sim,1,Baixo,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,68,médio
5008,16,62,Médio,Médio,Não,7,88,Médio,Sim,1,Baixo,Alto,Público,Neutro,1,Não,Ensino Médio,Perto,Feminino,62,médio
5009,19,60,Médio,Baixo,Não,8,94,Alto,Sim,1,Baixo,Baixo,Privado,Neutro,3,Não,Ensino Médio,Perto,Feminino,62,médio
5010,30,100,Alto,Alto,Sim,6,90,Baixo,Sim,0,Médio,Baixo,Público,Positivo,2,Sim,Ensino Médio,Perto,Masculino,74,médio
5011,24,86,Médio,Médio,Sim,8,79,Médio,Não,0,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,68,médio
5012,20,75,Baixo,Alto,Não,8,67,Médio,Sim,1,Alto,Baixo,Público,Positivo,4,Não,Faculdade,Moderado,Masculino,66,médio
5013,19,79,Médio,Médio,Não,4,76,Alto,Sim,1,Médio,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,67,médio
5014,20,71,Alto,Médio,Não,5,52,Alto,Sim,1,Médio,Alto,Público,Neutro,3,Não,Ensino Médio,Moderado,Masculino,65,médio
5015,17,74,Médio,Médio,Sim,7,62,Médio,Sim,2,Alto,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,66,médio
5016,7,86,Alto,Médio,Não,7,68,Médio,Sim,5,Baixo,Médio,Público,Positivo,4,Não,Pós-Graduação,Moderado,Masculino,67,médio
5017,32,95,Médio,Médio,Sim,7,66,Alto,Sim,5,Alto,Médio,Privado,Negativo,3,Não,Faculdade,Perto,Masculino,76,médio
5018,21,67,Baixo,Alto,Sim,7,55,Alto,Sim,2,Alto,Alto,Privado,Positivo,3,Não,Ensino Médio,Moderado,Feminino,66,médio
5019,22,94,Baixo,Baixo,Não,9,53,Alto,Sim,1,Médio,Alto,Público,Neutro,3,Não,Faculdade,Perto,Feminino,68,médio
5020,20,65,Alto,Médio,Sim,8,71,Baixo,Sim,2,Baixo,Médio,Privado,Neutro,3,Sim,Faculdade,Perto,Feminino,63,médio
5021,16,69,Médio,Alto,Sim,4,54,Médio,Sim,4,Baixo,Baixo,Público,Positivo,4,Não,Faculdade,Perto,Feminino,65,médio
5022,19,61,Alto,Médio,Não,10,64,Médio,Sim,3,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,63,médio
5023,10,66,Médio,Médio,Não,4,74,Baixo,Sim,2,Baixo,Médio,Público,Negativo,2,Não,Ensino Médio,Moderado,Masculino,59,baixo
5024,34,97,Médio,Médio,Não,8,60,Médio,Sim,2,Médio,Médio,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,74,médio
5025,13,78,Médio,Baixo,Sim,5,54,Baixo,Sim,2,Baixo,Alto,Público,Positivo,3,Sim,Faculdade,Perto,Masculino,62,médio
5026,14,63,Baixo,Baixo,Sim,9,72,Médio,Sim,3,Baixo,Baixo,Público,Positivo,4,Sim,Ensino Médio,Perto,Feminino,59,baixo
5027,17,98,Médio,Alto,Sim,7,72,Alto,Sim,0,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,71,médio
5028,28,95,Médio,Médio,Não,8,96,Médio,Sim,1,Médio,Médio,Público,Neutro,3,Não,Pós-Graduação,Moderado,Masculino,73,médio
5029,20,90,Alto,Médio,Sim,4,56,Médio,Sim,0,Baixo,Alto,Privado,Positivo,1,Não,Ensino Médio,Moderado,Masculino,68,médio
5030,13,97,Médio,Médio,Sim,8,81,Médio,Sim,3,Baixo,Médio,Público,Neutro,1,Não,Ensino Médio,Longe,Masculino,68,médio
5031,28,69,Médio,Médio,Sim,8,66,Médio,Sim,0,Baixo,Médio,Público,Positivo,6,Não,Faculdade,Longe,Masculino,66,médio
5032,24,93,Baixo,Alto,Sim,8,56,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Faculdade,Moderado,Masculino,69,médio
5033,23,88,Médio,Médio,Não,8,70,Médio,Sim,2,Médio,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,70,médio
5034,24,95,Médio,Alto,Sim,7,71,Alto,Sim,1,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,74,médio
5035,34,92,Alto,Médio,Não,7,68,Baixo,Sim,0,Médio,Alto,Público,Positivo,5,Não,Faculdade,Perto,Feminino,75,médio
5036,33,74,Médio,Médio,Sim,6,88,Médio,Sim,2,Médio,Médio,Privado,Neutro,3,Não,Faculdade,Perto,Masculino,71,médio
5037,16,91,Alto,Alto,Sim,6,92,Baixo,Sim,2,Baixo,Alto,Privado,Positivo,3,Não,Ensino Médio,Moderado,Masculino,71,médio
5038,30,70,Médio,Médio,Não,9,57,Médio,Sim,1,Baixo,Médio,Público,Negativo,4,Não,Faculdade,Longe,Feminino,65,médio
5039,22,73,Baixo,Médio,Não,6,58,Alto,Sim,1,Médio,Médio,Privado,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,65,médio
5040,23,64,Médio,Alto,Não,4,71,Baixo,Sim,2,Médio,Médio,Público,Negativo,1,Não,Pós-Graduação,Perto,Masculino,65,médio
5041,10,97,Médio,Médio,Não,6,66,Médio,Sim,2,Baixo,Médio,Público,Neutro,2,Não,Pós-Graduação,Perto,Feminino,67,médio
5042,19,72,Médio,Médio,Sim,8,91,Alto,Sim,1,Baixo,Médio,Privado,Positivo,4,Não,Ensino Médio,Moderado,Masculino,67,médio
5043,15,81,Médio,Médio,Sim,7,100,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Pós-Graduação,Moderado,Masculino,67,médio
5044,25,76,Alto,Alto,Sim,8,59,Médio,Sim,4,Médio,Médio,Privado,Neutro,4,Não,Faculdade,Perto,Feminino,71,médio
5045,26,98,Alto,Baixo,Não,4,88,Baixo,Sim,1,Médio,Alto,Público,Neutro,1,Não,Faculdade,Moderado,Feminino,72,médio
5046,8,73,Médio,Alto,Sim,4,80,Baixo,Sim,0,Baixo,Alto,Público,Neutro,4,Não,Faculdade,Moderado,Masculino,62,médio
5047,20,91,Alto,Baixo,Sim,7,82,Médio,Sim,0,Médio,Médio,Público,Neutro,4,Não,Faculdade,Perto,Masculino,70,médio
5048,27,94,Médio,Alto,Não,9,63,Alto,Sim,0,Baixo,Médio,Público,Neutro,4,Não,Faculdade,Perto,Feminino,72,médio
5049,19,77,Baixo,Médio,Sim,4,55,Médio,Sim,0,Médio,Baixo,Público,Positivo,4,Não,Faculdade,Moderado,Masculino,64,médio
5050,24,75,Alto,Baixo,Sim,8,77,Alto,Sim,1,Baixo,Médio,Privado,Negativo,1,Não,Faculdade,Moderado,Masculino,66,médio
5051,22,90,Baixo,Médio,Sim,9,81,Médio,Sim,0,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,69,médio
5052,22,97,Alto,Médio,Não,7,98,Alto,Sim,0,Médio,Médio,Público,Negativo,0,Não,Faculdade,Moderado,Feminino,71,médio
5053,18,90,Médio,Baixo,Não,8,84,Alto,Sim,2,Baixo,Alto,Privado,Positivo,3,Não,Ensino Médio,Moderado,Masculino,68,médio
5054,13,69,Médio,Médio,Sim,7,72,Baixo,Sim,2,Alto,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Feminino,63,médio
5055,13,96,Médio,Alto,Sim,7,100,Médio,Não,4,Médio,Alto,Público,Negativo,3,Não,Ensino Médio,Perto,Masculino,71,médio
5056,24,76,Alto,Baixo,Sim,8,69,Baixo,Sim,3,Baixo,Médio,Privado,Negativo,1,Não,Ensino Médio,Perto,Masculino,65,médio
5057,20,83,Baixo,Alto,Sim,10,58,Médio,Sim,0,Baixo,Alto,Público,Neutro,1,Não,Ensino Médio,Perto,Feminino,66,médio
5058,19,93,Baixo,Baixo,Sim,6,81,Médio,Sim,2,Alto,Médio,Privado,Positivo,3,Sim,Faculdade,Moderado,Feminino,68,médio
5059,17,68,Médio,Médio,Sim,7,63,Médio,Não,0,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Masculino,61,médio
5060,18,91,Baixo,Alto,Não,6,96,Médio,Sim,2,Baixo,Médio,Privado,Positivo,3,Não,Pós-Graduação,Perto,Masculino,71,médio
5061,26,84,Médio,Alto,Sim,7,71,Médio,Sim,0,Médio,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,70,médio
5062,18,96,Alto,Baixo,Não,7,57,Baixo,Sim,1,Baixo,Médio,Público,Negativo,3,Não,Ensino Médio,Moderado,Feminino,66,médio
5063,12,67,Alto,Médio,Sim,9,57,Baixo,Sim,0,Baixo,Médio,Privado,Positivo,2,Não,Faculdade,Moderado,Masculino,61,médio
5064,24,77,Alto,Baixo,Sim,9,82,Baixo,Sim,1,Médio,Médio,Privado,Neutro,2,Não,Ensino Médio,Perto,Masculino,67,médio
5065,19,93,Alto,Médio,Sim,8,68,Médio,Sim,1,Alto,Alto,Público,Positivo,3,Não,Pós-Graduação,Perto,Feminino,72,médio
5066,20,61,Alto,Alto,Não,9,68,Médio,Sim,1,Alto,Baixo,Privado,Positivo,3,Não,Ensino Médio,Perto,Feminino,65,médio
5067,30,64,Alto,Médio,Não,6,81,Baixo,Sim,3,Médio,Médio,Público,Negativo,2,Não,Faculdade,Perto,Feminino,68,médio
5068,20,100,Baixo,Médio,Sim,6,61,Alto,Não,3,Médio,Médio,Público,Positivo,4,Não,Faculdade,Longe,Masculino,70,médio
5069,22,71,Médio,Baixo,Sim,8,57,Médio,Sim,1,Baixo,Alto,Público,Negativo,4,Não,Ensino Médio,Moderado,Masculino,63,médio
5070,13,99,Alto,Baixo,Não,7,83,Médio,Sim,1,Médio,Médio,Público,Neutro,4,Não,Pós-Graduação,Longe,Feminino,69,médio
5071,19,67,Médio,Baixo,Não,10,50,Médio,Sim,0,Alto,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,62,médio
5072,24,74,Alto,Alto,Não,4,95,Alto,Sim,1,Alto,Médio,Público,Neutro,4,Não,Pós-Graduação,Moderado,Feminino,71,médio
5073,11,90,Baixo,Baixo,Sim,8,59,Baixo,Sim,1,Baixo,Alto,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,64,médio
5074,21,86,Alto,Médio,Não,8,72,Médio,Sim,0,Alto,Alto,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,69,médio
5075,21,83,Médio,Alto,Sim,6,61,Alto,Sim,2,Baixo,Alto,Público,Positivo,3,Não,Pós-Graduação,Perto,Masculino,71,médio
5076,20,81,Baixo,Médio,Sim,6,61,Baixo,Não,0,Baixo,Médio,Público,Positivo,4,Sim,Ensino Médio,Perto,Feminino,63,médio
5077,26,94,Baixo,Alto,Sim,6,92,Baixo,Sim,1,Baixo,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,72,médio
5078,22,69,Médio,Médio,Sim,5,79,Médio,Sim,1,Baixo,Baixo,Público,Positivo,3,Não,Faculdade,Perto,Masculino,66,médio
5079,29,78,Alto,Médio,Sim,9,66,Médio,Sim,2,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,69,médio
5080,14,66,Médio,Médio,Sim,10,63,Baixo,Sim,0,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,60,baixo
5081,21,84,Alto,Alto,Sim,6,61,Baixo,Sim,1,Médio,Alto,Privado,Negativo,4,Não,Ensino Médio,Moderado,Feminino,68,médio
5082,21,70,Médio,Alto,Não,6,78,Médio,Sim,3,Médio,Baixo,Público,Neutro,2,Não,Faculdade,Longe,Masculino,65,médio
5083,14,73,Alto,Médio,Não,5,87,Alto,Sim,2,Médio,Médio,Público,Positivo,4,Não,Faculdade,Perto,Feminino,67,médio
5084,26,79,Médio,Baixo,Sim,5,63,Médio,Sim,0,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,66,médio
5085,34,61,Médio,Médio,Sim,6,67,Alto,Sim,1,Alto,Médio,Privado,Neutro,2,Não,Pós-Graduação,Moderado,Masculino,68,médio
5086,20,64,Baixo,Médio,Sim,9,86,Médio,Sim,0,Baixo,Alto,Privado,Negativo,4,Não,Ensino Médio,Perto,Feminino,63,médio
5087,23,87,Alto,Alto,Sim,10,87,Médio,Sim,1,Médio,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,73,médio
5088,21,77,Médio,Médio,Sim,6,60,Médio,Sim,1,Médio,Médio,Privado,Neutro,3,Não,Faculdade,Moderado,Masculino,66,médio
5089,16,95,Baixo,Médio,Sim,6,69,Baixo,Sim,2,Baixo,Alto,Público,Neutro,3,Sim,Faculdade,Perto,Masculino,67,médio
5090,9,88,Baixo,Médio,Sim,5,93,Baixo,Sim,2,Médio,Médio,Público,Neutro,4,Não,Pós-Graduação,Perto,Masculino,66,médio
5091,16,60,Médio,Baixo,Não,8,87,Baixo,Sim,0,Baixo,Baixo,Público,Positivo,5,Não,Ensino Médio,Perto,Masculino,60,baixo
5092,12,85,Alto,Alto,Não,8,58,Baixo,Sim,1,Baixo,Alto,Público,Positivo,3,Não,Pós-Graduação,Perto,Masculino,67,médio
5093,30,64,Médio,Médio,Não,7,69,Médio,Sim,3,Alto,Baixo,Público,Negativo,4,Não,Ensino Médio,Perto,Feminino,67,médio
5094,19,91,Médio,Médio,Sim,6,99,Alto,Sim,0,Médio,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,70,médio
5095,18,100,Alto,Baixo,Não,9,76,Baixo,Sim,1,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,69,médio
5096,25,81,Médio,Baixo,Sim,8,86,Médio,Sim,1,Baixo,Médio,Público,Negativo,3,Não,Pós-Graduação,Perto,Masculino,68,médio
5097,13,87,Alto,Baixo,Sim,8,55,Alto,Sim,1,Alto,Alto,Privado,Positivo,3,Não,Ensino Médio,Perto,Feminino,67,médio
5098,15,69,Médio,Alto,Não,8,92,Baixo,Sim,0,Baixo,Médio,Público,Neutro,1,Não,Faculdade,Moderado,Masculino,63,médio
5099,20,78,Alto,Médio,Não,7,80,Alto,Sim,2,Alto,Médio,Público,Positivo,3,Não,Faculdade,Perto,Masculino,70,médio
5100,26,94,Baixo,Médio,Não,6,59,Alto,Sim,4,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,71,médio
5101,23,67,Alto,Alto,Sim,8,69,Baixo,Sim,1,Alto,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,67,médio
5102,21,71,Médio,Médio,Não,8,54,Alto,Sim,1,Médio,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,64,médio
5103,20,78,Baixo,Médio,Não,8,89,Alto,Não,0,Médio,Médio,Privado,Neutro,4,Não,Faculdade,Perto,Feminino,66,médio
5104,22,88,Médio,Médio,Sim,5,87,Baixo,Sim,1,Baixo,Alto,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,70,médio
5105,21,75,Médio,Baixo,Sim,8,75,Alto,Sim,1,Médio,Médio,Privado,Negativo,2,Não,Ensino Médio,Moderado,Masculino,65,médio
5106,14,97,Baixo,Médio,Sim,7,73,Médio,Sim,2,Médio,Baixo,Público,Positivo,3,Não,Faculdade,Moderado,Masculino,68,médio
5107,20,64,Médio,Baixo,Sim,6,73,Alto,Sim,3,Médio,Alto,Público,Negativo,5,Não,Pós-Graduação,Longe,Feminino,65,médio
5108,14,75,Alto,Médio,Não,8,52,Médio,Sim,3,Médio,Médio,Público,Neutro,1,Não,Pós-Graduação,Perto,Masculino,65,médio
5109,20,88,Médio,Médio,Sim,7,68,Médio,Sim,0,Baixo,Alto,Público,Positivo,4,Não,Faculdade,Perto,Feminino,69,médio
5110,17,69,Médio,Médio,Não,10,56,Médio,Sim,1,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,63,médio
5111,35,86,Baixo,Médio,Não,8,59,Médio,Sim,2,Baixo,Baixo,Público,Positivo,2,Não,Faculdade,Moderado,Feminino,70,médio
5112,20,67,Baixo,Baixo,Sim,7,98,Médio,Sim,1,Médio,Médio,Público,Neutro,4,Não,Faculdade,Perto,Masculino,64,médio
5113,12,62,Médio,Alto,Sim,7,63,Alto,Sim,1,Alto,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,62,médio
5114,19,65,Alto,Alto,Sim,5,74,Médio,Sim,1,Baixo,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Feminino,66,médio
5115,23,97,Alto,Baixo,Sim,9,94,Alto,Sim,2,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,73,médio
5116,30,82,Médio,Alto,Sim,7,71,Médio,Sim,3,Baixo,Alto,Público,Neutro,3,Não,Pós-Graduação,Longe,Feminino,72,médio
5117,16,92,Médio,Médio,Sim,7,76,Alto,Não,0,Alto,Médio,Privado,Neutro,2,Não,Pós-Graduação,Longe,Masculino,68,médio
5118,11,73,Médio,Alto,Não,5,58,Médio,Não,0,Médio,Médio,Privado,Positivo,4,Não,Faculdade,Perto,Masculino,62,médio
5119,25,84,Médio,Baixo,Não,8,64,Médio,Sim,2,Baixo,Médio,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,67,médio
5120,12,80,Médio,Baixo,Não,6,75,Médio,Sim,1,Baixo,Alto,Público,Negativo,4,Não,Ensino Médio,Moderado,Masculino,62,médio
5121,17,98,Alto,Alto,Não,6,68,Médio,Sim,2,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,72,médio
5122,18,90,Baixo,Alto,Não,7,52,Alto,Sim,2,Médio,Alto,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,67,médio
5123,20,89,Alto,Médio,Sim,6,70,Baixo,Sim,1,Baixo,Médio,Privado,Positivo,3,Não,Ensino Médio,Moderado,Feminino,68,médio
5124,24,62,Baixo,Alto,Sim,6,91,Médio,Sim,2,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Feminino,65,médio
5125,16,82,Médio,Médio,Não,7,56,Baixo,Sim,0,Alto,Alto,Privado,Negativo,1,Sim,Ensino Médio,Longe,Feminino,79,médio
5126,18,79,Alto,Baixo,Não,9,51,Alto,Sim,2,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Masculino,66,médio
5127,20,97,Médio,Médio,Sim,8,56,Baixo,Sim,1,Baixo,Médio,Privado,Neutro,2,Não,Ensino Médio,Perto,Feminino,68,médio
5128,21,70,Baixo,Baixo,Sim,8,84,Médio,Sim,1,Alto,Alto,Público,Positivo,3,Sim,Pós-Graduação,Perto,Masculino,65,médio
5129,21,71,Médio,Alto,Sim,8,90,Médio,Sim,3,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Feminino,67,médio
5130,23,76,Médio,Alto,Sim,6,52,Baixo,Sim,3,Médio,Médio,Público,Neutro,4,Não,Faculdade,Moderado,Masculino,67,médio
5131,25,70,Baixo,Médio,Sim,9,94,Médio,Sim,1,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,67,médio
5132,22,65,Médio,Médio,Sim,4,81,Alto,Sim,5,Médio,Médio,Público,Positivo,4,Não,Faculdade,Longe,Feminino,68,médio
5133,23,94,Médio,Alto,Não,8,76,Baixo,Sim,3,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,72,médio
5134,11,82,Alto,Médio,Não,8,63,Alto,Sim,1,Médio,Médio,Público,Neutro,5,Não,Ensino Médio,Perto,Masculino,65,médio
5135,20,94,Baixo,Médio,Não,7,69,Baixo,Sim,0,Baixo,Médio,Público,Positivo,3,Sim,Ensino Médio,Moderado,Feminino,65,médio
5136,23,93,Médio,Médio,Sim,6,97,Baixo,Não,1,Médio,Médio,Público,Positivo,2,Não,Faculdade,Moderado,Masculino,70,médio
5137,24,71,Médio,Médio,Sim,7,96,Médio,Sim,2,Baixo,Médio,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,67,médio
5138,16,82,Médio,Alto,Sim,6,81,Médio,Sim,1,Médio,Médio,Privado,Neutro,4,Não,Faculdade,Perto,Masculino,68,médio
5139,16,63,Médio,Médio,Não,8,79,Médio,Sim,2,Baixo,Alto,Público,Positivo,3,Não,Faculdade,Moderado,Masculino,63,médio
5140,17,97,Médio,Médio,Sim,8,61,Baixo,Sim,2,Baixo,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,68,médio
